Ticker,Close,SMR_Rating_Value,SMR_Rating,RS_Score,Above_AVWAP,AVWAP,VCP_Tightness,Volume_DryUp,Pass_Filter
COLB,27.950000762939453,60.0,B,10.279892035881872,False,28.84368847280107,True,True,True
COLL,46.29999923706055,69.26090653494037,B,48.34118964799614,False,48.1289037273078,True,False,True
CPBI,16.920000076293945,79.75844174511472,B,9.968182467588532,True,16.874250706036886,True,False,True
CRAI,200.6999969482422,60.51358416722487,B,4.562932115962995,False,207.46566295159258,True,False,True
CRON,2.630000114440918,100.0,A,19.75577595840553,False,2.9883537948133947,False,True,True
CSCO,77.02999877929688,67.55100567941494,B,18.941208857978992,False,78.02519369466795,True,True,True
CSQ,19.200000762939453,100.0,A,7.826808073984523,False,19.405749507548133,True,False,True
CSX,36.25,60.0,B,7.898622564672711,False,36.70507828470426,True,True,True
CSTL,38.900001525878906,78.24151004761059,B,71.25664023447827,False,39.9279011123291,True,False,True
CTBI,56.5,75.41888208554874,B,5.202006938934481,False,59.36723168495155,True,True,True
CSWC,22.149999618530273,60.0,B,6.627535124867206,True,20.80718668260861,True,False,True
CTMX,4.260000228881836,100.0,A,127.75416193158789,True,4.001546273672359,False,True,True
CVCO,590.739990234375,67.31890544919821,B,18.525416031121868,False,603.5396340532186,True,False,True
CWBC,22.5,80.07138165097439,A,11.964385837857348,False,23.108306846015576,True,False,True
CWCO,35.290000915527344,60.0,B,17.71752718790455,False,35.329072569875336,True,True,True
DAVE,221.41000366210938,95.01166891401306,A,37.2552991020387,True,214.5265801179907,False,True,True
CZWI,17.81999969482422,60.0,B,14.943864907624931,False,18.264259982554393,True,True,True
DHIL,169.5,81.03443778506966,A,20.450291060832416,False,169.71567999032106,True,True,True
DJCO,487.32000732421875,66.56338152978186,B,2.1368400982933493,True,419.7002036417005,False,True,True
DLO,14.140000343322754,83.61975831473242,A,17.053507816655372,True,14.026543013022627,True,True,True
